Ֆ	ARMENIAN CAPITAL LETTER FEH (U+0556)	d596
ՙ	ARMENIAN MODIFIER LETTER LEFT HALF RING (U+0559)	d599
՚	ARMENIAN APOSTROPHE (U+055A)	d59a
՛	ARMENIAN EMPHASIS MARK (U+055B)	d59b
՜	ARMENIAN EXCLAMATION MARK (U+055C)	d59c
՝	ARMENIAN COMMA (U+055D)	d59d
՞	ARMENIAN QUESTION MARK (U+055E)	d59e
՟	ARMENIAN ABBREVIATION MARK (U+055F)	d59f
ա	ARMENIAN SMALL LETTER AYB (U+0561)	d5a1
բ	ARMENIAN SMALL LETTER BEN (U+0562)	d5a2
գ	ARMENIAN SMALL LETTER GIM (U+0563)	d5a3
դ	ARMENIAN SMALL LETTER DA (U+0564)	d5a4
ե	ARMENIAN SMALL LETTER ECH (U+0565)	d5a5
զ	ARMENIAN SMALL LETTER ZA (U+0566)	d5a6
է	ARMENIAN SMALL LETTER EH (U+0567)	d5a7
ը	ARMENIAN SMALL LETTER ET (U+0568)	d5a8
թ	ARMENIAN SMALL LETTER TO (U+0569)	d5a9
ժ	ARMENIAN SMALL LETTER ZHE (U+056A)	d5aa
ի	ARMENIAN SMALL LETTER INI (U+056B)	d5ab
լ	ARMENIAN SMALL LETTER LIWN (U+056C)	d5ac
խ	ARMENIAN SMALL LETTER XEH (U+056D)	d5ad
ծ	ARMENIAN SMALL LETTER CA (U+056E)	d5ae
կ	ARMENIAN SMALL LETTER KEN (U+056F)	d5af
հ	ARMENIAN SMALL LETTER HO (U+0570)	d5b0
ձ	ARMENIAN SMALL LETTER JA (U+0571)	d5b1
ղ	ARMENIAN SMALL LETTER GHAD (U+0572)	d5b2
ճ	ARMENIAN SMALL LETTER CHEH (U+0573)	d5b3
մ	ARMENIAN SMALL LETTER MEN (U+0574)	d5b4
յ	ARMENIAN SMALL LETTER YI (U+0575)	d5b5
ն	ARMENIAN SMALL LETTER NOW (U+0576)	d5b6
շ	ARMENIAN SMALL LETTER SHA (U+0577)	d5b7
ո	ARMENIAN SMALL LETTER VO (U+0578)	d5b8
չ	ARMENIAN SMALL LETTER CHA (U+0579)	d5b9
պ	ARMENIAN SMALL LETTER PEH (U+057A)	d5ba
ջ	ARMENIAN SMALL LETTER JHEH (U+057B)	d5bb
ռ	ARMENIAN SMALL LETTER RA (U+057C)	d5bc
ս	ARMENIAN SMALL LETTER SEH (U+057D)	d5bd
վ	ARMENIAN SMALL LETTER VEW (U+057E)	d5be
տ	ARMENIAN SMALL LETTER TIWN (U+057F)	d5bf
ր	ARMENIAN SMALL LETTER REH (U+0580)	d680
ց	ARMENIAN SMALL LETTER CO (U+0581)	d681
ւ	ARMENIAN SMALL LETTER YIWN (U+0582)	d682
փ	ARMENIAN SMALL LETTER PIWR (U+0583)	d683
ք	ARMENIAN SMALL LETTER KEH (U+0584)	d684
օ	ARMENIAN SMALL LETTER OH (U+0585)	d685
ֆ	ARMENIAN SMALL LETTER FEH (U+0586)	d686
և	ARMENIAN SMALL LIGATURE ECH YIWN (U+0587)	d687
։	ARMENIAN FULL STOP (U+0589)	d689
֊	ARMENIAN HYPHEN (U+058A)	d68a
֑	HEBREW ACCENT ETNAHTA (U+0591)	d691
֒	HEBREW ACCENT SEGOL (U+0592)	d692
֓	HEBREW ACCENT SHALSHELET (U+0593)	d693
֔	HEBREW ACCENT ZAQEF QATAN (U+0594)	d694
֕	HEBREW ACCENT ZAQEF GADOL (U+0595)	d695
֖	HEBREW ACCENT TIPEHA (U+0596)	d696
֗	HEBREW ACCENT REVIA (U+0597)	d697
֘	HEBREW ACCENT ZARQA (U+0598)	d698
֙	HEBREW ACCENT PASHTA (U+0599)	d699
֚	HEBREW ACCENT YETIV (U+059A)	d69a
֛	HEBREW ACCENT TEVIR (U+059B)	d69b
֜	HEBREW ACCENT GERESH (U+059C)	d69c
֝	HEBREW ACCENT GERESH MUQDAM (U+059D)	d69d
֞	HEBREW ACCENT GERSHAYIM (U+059E)	d69e
֟	HEBREW ACCENT QARNEY PARA (U+059F)	d69f
֠	HEBREW ACCENT TELISHA GEDOLA (U+05A0)	d6a0
֡	HEBREW ACCENT PAZER (U+05A1)	d6a1
֢	HEBREW ACCENT ATNAH HAFUKH (U+05A2)	d6a2
֣	HEBREW ACCENT MUNAH (U+05A3)	d6a3
֤	HEBREW ACCENT MAHAPAKH (U+05A4)	d6a4
֥	HEBREW ACCENT MERKHA (U+05A5)	d6a5
֦	HEBREW ACCENT MERKHA KEFULA (U+05A6)	d6a6
֧	HEBREW ACCENT DARGA (U+05A7)	d6a7
֨	HEBREW ACCENT QADMA (U+05A8)	d6a8
֩	HEBREW ACCENT TELISHA QETANA (U+05A9)	d6a9
֪	HEBREW ACCENT YERAH BEN YOMO (U+05AA)	d6aa
֫	HEBREW ACCENT OLE (U+05AB)	d6ab
֬	HEBREW ACCENT ILUY (U+05AC)	d6ac
֭	HEBREW ACCENT DEHI (U+05AD)	d6ad
֮	HEBREW ACCENT ZINOR (U+05AE)	d6ae
֯	HEBREW MARK MASORA CIRCLE (U+05AF)	d6af
ְ	HEBREW POINT SHEVA (U+05B0)	d6b0
ֱ	HEBREW POINT HATAF SEGOL (U+05B1)	d6b1
ֲ	HEBREW POINT HATAF PATAH (U+05B2)	d6b2
ֳ	HEBREW POINT HATAF QAMATS (U+05B3)	d6b3
ִ	HEBREW POINT HIRIQ (U+05B4)	d6b4
ֵ	HEBREW POINT TSERE (U+05B5)	d6b5
ֶ	HEBREW POINT SEGOL (U+05B6)	d6b6
ַ	HEBREW POINT PATAH (U+05B7)	d6b7
ָ	HEBREW POINT QAMATS (U+05B8)	d6b8
ֹ	HEBREW POINT HOLAM (U+05B9)	d6b9
ֺ	HEBREW POINT HOLAM HASER FOR VAV (U+05BA)	d6ba
ֻ	HEBREW POINT QUBUTS (U+05BB)	d6bb
ּ	HEBREW POINT DAGESH OR MAPIQ (U+05BC)	d6bc
ֽ	HEBREW POINT METEG (U+05BD)	d6bd
־	HEBREW PUNCTUATION MAQAF (U+05BE)	d6be
ֿ	HEBREW POINT RAFE (U+05BF)	d6bf
׀	HEBREW PUNCTUATION PASEQ (U+05C0)	d780
ׁ	HEBREW POINT SHIN DOT (U+05C1)	d781
ׂ	HEBREW POINT SIN DOT (U+05C2)	d782
׃	HEBREW PUNCTUATION SOF PASUQ (U+05C3)	d783
ׄ	HEBREW MARK UPPER DOT (U+05C4)	d784
ׅ	HEBREW MARK LOWER DOT (U+05C5)	d785
׆	HEBREW PUNCTUATION NUN HAFUKHA (U+05C6)	d786
ׇ	HEBREW POINT QAMATS QATAN (U+05C7)	d787
א	HEBREW LETTER ALEF (U+05D0)	d790
ב	HEBREW LETTER BET (U+05D1)	d791
ג	HEBREW LETTER GIMEL (U+05D2)	d792
ד	HEBREW LETTER DALET (U+05D3)	d793
ה	HEBREW LETTER HE (U+05D4)	d794
ו	HEBREW LETTER VAV (U+05D5)	d795
ז	HEBREW LETTER ZAYIN (U+05D6)	d796
ח	HEBREW LETTER HET (U+05D7)	d797
ט	HEBREW LETTER TET (U+05D8)	d798
י	HEBREW LETTER YOD (U+05D9)	d799
ך	HEBREW LETTER FINAL KAF (U+05DA)	d79a
כ	HEBREW LETTER KAF (U+05DB)	d79b
ל	HEBREW LETTER LAMED (U+05DC)	d79c
ם	HEBREW LETTER FINAL MEM (U+05DD)	d79d
מ	HEBREW LETTER MEM (U+05DE)	d79e
ן	HEBREW LETTER FINAL NUN (U+05DF)	d79f
נ	HEBREW LETTER NUN (U+05E0)	d7a0
ס	HEBREW LETTER SAMEKH (U+05E1)	d7a1
ע	HEBREW LETTER AYIN (U+05E2)	d7a2
ף	HEBREW LETTER FINAL PE (U+05E3)	d7a3
פ	HEBREW LETTER PE (U+05E4)	d7a4
ץ	HEBREW LETTER FINAL TSADI (U+05E5)	d7a5
צ	HEBREW LETTER TSADI (U+05E6)	d7a6
ק	HEBREW LETTER QOF (U+05E7)	d7a7
ר	HEBREW LETTER RESH (U+05E8)	d7a8
ש	HEBREW LETTER SHIN (U+05E9)	d7a9
ת	HEBREW LETTER TAV (U+05EA)	d7aa
װ	HEBREW LIGATURE YIDDISH DOUBLE VAV (U+05F0)	d7b0
ױ	HEBREW LIGATURE YIDDISH VAV YOD (U+05F1)	d7b1
ײ	HEBREW LIGATURE YIDDISH DOUBLE YOD (U+05F2)	d7b2
׳	HEBREW PUNCTUATION GERESH (U+05F3)	d7b3
״	HEBREW PUNCTUATION GERSHAYIM (U+05F4)	d7b4
؀	ARABIC NUMBER SIGN (U+0600)	d880
؁	ARABIC SIGN SANAH (U+0601)	d881
؂	ARABIC FOOTNOTE MARKER (U+0602)	d882
؃	ARABIC SIGN SAFHA (U+0603)	d883
؆	ARABIC-INDIC CUBE ROOT (U+0606)	d886
؇	ARABIC-INDIC FOURTH ROOT (U+0607)	d887
؈	ARABIC RAY (U+0608)	d888
؉	ARABIC-INDIC PER MILLE SIGN (U+0609)	d889
؊	ARABIC-INDIC PER TEN THOUSAND SIGN (U+060A)	d88a
؋	AFGHANI SIGN (U+060B)	d88b
،	ARABIC COMMA (U+060C)	d88c
؍	ARABIC DATE SEPARATOR (U+060D)	d88d
؎	ARABIC POETIC VERSE SIGN (U+060E)	d88e
؏	ARABIC SIGN MISRA (U+060F)	d88f
ؐ	ARABIC SIGN SALLALLAHOU ALAYHE WASSALLAM (U+0610)	d890
ؑ	ARABIC SIGN ALAYHE ASSALLAM (U+0611)	d891
ؒ	ARABIC SIGN RAHMATULLAH ALAYHE (U+0612)	d892
ؓ	ARABIC SIGN RADI ALLAHOU ANHU (U+0613)	d893
ؔ	ARABIC SIGN TAKHALLUS (U+0614)	d894
ؕ	ARABIC SMALL HIGH TAH (U+0615)	d895
ؖ	ARABIC SMALL HIGH LIGATURE ALEF WITH LAM WITH YEH (U+0616)	d896
ؗ	ARABIC SMALL HIGH ZAIN (U+0617)	d897
ؘ	ARABIC SMALL FATHA (U+0618)	d898
ؙ	ARABIC SMALL DAMMA (U+0619)	d899
ؚ	ARABIC SMALL KASRA (U+061A)	d89a
؛	ARABIC SEMICOLON (U+061B)	d89b
؞	ARABIC TRIPLE DOT PUNCTUATION MARK (U+061E)	d89e
؟	ARABIC QUESTION MARK (U+061F)	d89f
ؠ	ARABIC LETTER KASHMIRI YEH (U+0620)	d8a0
ء	ARABIC LETTER HAMZA (U+0621)	d8a1
آ	ARABIC LETTER ALEF WITH MADDA ABOVE (U+0622)	d8a2
أ	ARABIC LETTER ALEF WITH HAMZA ABOVE (U+0623)	d8a3
ؤ	ARABIC LETTER WAW WITH HAMZA ABOVE (U+0624)	d8a4
إ	ARABIC LETTER ALEF WITH HAMZA BELOW (U+0625)	d8a5
ئ	ARABIC LETTER YEH WITH HAMZA ABOVE (U+0626)	d8a6
ا	ARABIC LETTER ALEF (U+0627)	d8a7
ب	ARABIC LETTER BEH (U+0628)	d8a8
ة	ARABIC LETTER TEH MARBUTA (U+0629)	d8a9
ت	ARABIC LETTER TEH (U+062A)	d8aa
ث	ARABIC LETTER THEH (U+062B)	d8ab
ج	ARABIC LETTER JEEM (U+062C)	d8ac
ح	ARABIC LETTER HAH (U+062D)	d8ad
خ	ARABIC LETTER KHAH (U+062E)	d8ae
د	ARABIC LETTER DAL (U+062F)	d8af
ذ	ARABIC LETTER THAL (U+0630)	d8b0
ر	ARABIC LETTER REH (U+0631)	d8b1
ز	ARABIC LETTER ZAIN (U+0632)	d8b2
س	ARABIC LETTER SEEN (U+0633)	d8b3
ش	ARABIC LETTER SHEEN (U+0634)	d8b4
ص	ARABIC LETTER SAD (U+0635)	d8b5
ض	ARABIC LETTER DAD (U+0636)	d8b6
ط	ARABIC LETTER TAH (U+0637)	d8b7
ظ	ARABIC LETTER ZAH (U+0638)	d8b8
ع	ARABIC LETTER AIN (U+0639)	d8b9
غ	ARABIC LETTER GHAIN (U+063A)	d8ba
ػ	ARABIC LETTER KEHEH WITH TWO DOTS ABOVE (U+063B)	d8bb
ؼ	ARABIC LETTER KEHEH WITH THREE DOTS BELOW (U+063C)	d8bc
ؽ	ARABIC LETTER FARSI YEH WITH INVERTED V (U+063D)	d8bd
ؾ	ARABIC LETTER FARSI YEH WITH TWO DOTS ABOVE (U+063E)	d8be
ؿ	ARABIC LETTER FARSI YEH WITH THREE DOTS ABOVE (U+063F)	d8bf
ـ	ARABIC TATWEEL (U+0640)	d980
ف	ARABIC LETTER FEH (U+0641)	d981
ق	ARABIC LETTER QAF (U+0642)	d982
ك	ARABIC LETTER KAF (U+0643)	d983
ل	ARABIC LETTER LAM (U+0644)	d984
م	ARABIC LETTER MEEM (U+0645)	d985
ن	ARABIC LETTER NOON (U+0646)	d986
ه	ARABIC LETTER HEH (U+0647)	d987
و	ARABIC LETTER WAW (U+0648)	d988
ى	ARABIC LETTER ALEF MAKSURA (U+0649)	d989
ي	ARABIC LETTER YEH (U+064A)	d98a
ً	ARABIC FATHATAN (U+064B)	d98b
ٌ	ARABIC DAMMATAN (U+064C)	d98c
ٍ	ARABIC KASRATAN (U+064D)	d98d
َ	ARABIC FATHA (U+064E)	d98e
ُ	ARABIC DAMMA (U+064F)	d98f
ِ	ARABIC KASRA (U+0650)	d990
ّ	ARABIC SHADDA (U+0651)	d991
ْ	ARABIC SUKUN (U+0652)	d992
ٓ	ARABIC MADDAH ABOVE (U+0653)	d993
ٔ	ARABIC HAMZA ABOVE (U+0654)	d994
ٕ	ARABIC HAMZA BELOW (U+0655)	d995
ٖ	ARABIC SUBSCRIPT ALEF (U+0656)	d996
ٗ	ARABIC INVERTED DAMMA (U+0657)	d997
٘	ARABIC MARK NOON GHUNNA (U+0658)	d998
ٙ	ARABIC ZWARAKAY (U+0659)	d999
ٚ	ARABIC VOWEL SIGN SMALL V ABOVE (U+065A)	d99a
ٛ	ARABIC VOWEL SIGN INVERTED SMALL V ABOVE (U+065B)	d99b
ٜ	ARABIC VOWEL SIGN DOT BELOW (U+065C)	d99c
ٝ	ARABIC REVERSED DAMMA (U+065D)	d99d
ٞ	ARABIC FATHA WITH TWO DOTS (U+065E)	d99e
ٟ	ARABIC WAVY HAMZA BELOW (U+065F)	d99f
٠	ARABIC-INDIC DIGIT ZERO (U+0660)	d9a0
١	ARABIC-INDIC DIGIT ONE (U+0661)	d9a1
٢	ARABIC-INDIC DIGIT TWO (U+0662)	d9a2
٣	ARABIC-INDIC DIGIT THREE (U+0663)	d9a3
٤	ARABIC-INDIC DIGIT FOUR (U+0664)	d9a4
٥	ARABIC-INDIC DIGIT FIVE (U+0665)	d9a5
٦	ARABIC-INDIC DIGIT SIX (U+0666)	d9a6
٧	ARABIC-INDIC DIGIT SEVEN (U+0667)	d9a7
٨	ARABIC-INDIC DIGIT EIGHT (U+0668)	d9a8
٩	ARABIC-INDIC DIGIT NINE (U+0669)	d9a9
٪	ARABIC PERCENT SIGN (U+066A)	d9aa
٫	ARABIC DECIMAL SEPARATOR (U+066B)	d9ab
٬	ARABIC THOUSANDS SEPARATOR (U+066C)	d9ac
٭	ARABIC FIVE POINTED STAR (U+066D)	d9ad
ٮ	ARABIC LETTER DOTLESS BEH (U+066E)	d9ae
ٯ	ARABIC LETTER DOTLESS QAF (U+066F)	d9af
ٰ	ARABIC LETTER SUPERSCRIPT ALEF (U+0670)	d9b0
ٱ	ARABIC LETTER ALEF WASLA (U+0671)	d9b1
ٲ	ARABIC LETTER ALEF WITH WAVY HAMZA ABOVE (U+0672)	d9b2
ٳ	ARABIC LETTER ALEF WITH WAVY HAMZA BELOW (U+0673)	d9b3
ٴ	ARABIC LETTER HIGH HAMZA (U+0674)	d9b4
ٵ	ARABIC LETTER HIGH HAMZA ALEF (U+0675)	d9b5
ٶ	ARABIC LETTER HIGH HAMZA WAW (U+0676)	d9b6
ٷ	ARABIC LETTER U WITH HAMZA ABOVE (U+0677)	d9b7
ٸ	ARABIC LETTER HIGH HAMZA YEH (U+0678)	d9b8
ٹ	ARABIC LETTER TTEH (U+0679)	d9b9
ٺ	ARABIC LETTER TTEHEH (U+067A)	d9ba
ٻ	ARABIC LETTER BEEH (U+067B)	d9bb
ټ	ARABIC LETTER TEH WITH RING (U+067C)	d9bc
ٽ	ARABIC LETTER TEH WITH THREE DOTS ABOVE DOWNWARDS (U+067D)	d9bd
پ	ARABIC LETTER PEH (U+067E)	d9be
ٿ	ARABIC LETTER TEHEH (U+067F)	d9bf
ڀ	ARABIC LETTER BEHEH (U+0680)	da80
ځ	ARABIC LETTER HAH WITH HAMZA ABOVE (U+0681)	da81
ڂ	ARABIC LETTER HAH WITH TWO DOTS VERTICAL ABOVE (U+0682)	da82
ڃ	ARABIC LETTER NYEH (U+0683)	da83
ڄ	ARABIC LETTER DYEH (U+0684)	da84
څ	ARABIC LETTER HAH WITH THREE DOTS ABOVE (U+0685)	da85
چ	ARABIC LETTER TCHEH (U+0686)	da86
ڇ	ARABIC LETTER TCHEHEH (U+0687)	da87
ڈ	ARABIC LETTER DDAL (U+0688)	da88
ډ	ARABIC LETTER DAL WITH RING (U+0689)	da89
ڊ	ARABIC LETTER DAL WITH DOT BELOW (U+068A)	da8a
ڋ	ARABIC LETTER DAL WITH DOT BELOW AND SMALL TAH (U+068B)	da8b
ڌ	ARABIC LETTER DAHAL (U+068C)	da8c
ڍ	ARABIC LETTER DDAHAL (U+068D)	da8d
ڎ	ARABIC LETTER DUL (U+068E)	da8e
ڏ	ARABIC LETTER DAL WITH THREE DOTS ABOVE DOWNWARDS (U+068F)	da8f
ڐ	ARABIC LETTER DAL WITH FOUR DOTS ABOVE (U+0690)	da90
ڑ	ARABIC LETTER RREH (U+0691)	da91
ڒ	ARABIC LETTER REH WITH SMALL V (U+0692)	da92
ړ	ARABIC LETTER REH WITH RING (U+0693)	da93
ڔ	ARABIC LETTER REH WITH DOT BELOW (U+0694)	da94
ڕ	ARABIC LETTER REH WITH SMALL V BELOW (U+0695)	da95
ږ	ARABIC LETTER REH WITH DOT BELOW AND DOT ABOVE (U+0696)	da96
ڗ	ARABIC LETTER REH WITH TWO DOTS ABOVE (U+0697)	da97
ژ	ARABIC LETTER JEH (U+0698)	da98
ڙ	ARABIC LETTER REH WITH FOUR DOTS ABOVE (U+0699)	da99
ښ	ARABIC LETTER SEEN WITH DOT BELOW AND DOT ABOVE (U+069A)	da9a
ڛ	ARABIC LETTER SEEN WITH THREE DOTS BELOW (U+069B)	da9b
ڜ	ARABIC LETTER SEEN WITH THREE DOTS BELOW AND THREE DOTS ABOVE (U+069C)	da9c
ڝ	ARABIC LETTER SAD WITH TWO DOTS BELOW (U+069D)	da9d
ڞ	ARABIC LETTER SAD WITH THREE DOTS ABOVE (U+069E)	da9e
ڟ	ARABIC LETTER TAH WITH THREE DOTS ABOVE (U+069F)	da9f
ڠ	ARABIC LETTER AIN WITH THREE DOTS ABOVE (U+06A0)	daa0
ڡ	ARABIC LETTER DOTLESS FEH (U+06A1)	daa1
ڢ	ARABIC LETTER FEH WITH DOT MOVED BELOW (U+06A2)	daa2
ڣ	ARABIC LETTER FEH WITH DOT BELOW (U+06A3)	daa3
ڤ	ARABIC LETTER VEH (U+06A4)	daa4
ڥ	ARABIC LETTER FEH WITH THREE DOTS BELOW (U+06A5)	daa5
ڦ	ARABIC LETTER PEHEH (U+06A6)	daa6
ڧ	ARABIC LETTER QAF WITH DOT ABOVE (U+06A7)	daa7
ڨ	ARABIC LETTER QAF WITH THREE DOTS ABOVE (U+06A8)	daa8
ک	ARABIC LETTER KEHEH (U+06A9)	daa9
ڪ	ARABIC LETTER SWASH KAF (U+06AA)	daaa
ګ	ARABIC LETTER KAF WITH RING (U+06AB)	daab
ڬ	ARABIC LETTER KAF WITH DOT ABOVE (U+06AC)	daac
ڭ	ARABIC LETTER NG (U+06AD)	daad
ڮ	ARABIC LETTER KAF WITH THREE DOTS BELOW (U+06AE)	daae
گ	ARABIC LETTER GAF (U+06AF)	daaf
ڰ	ARABIC LETTER GAF WITH RING (U+06B0)	dab0
ڱ	ARABIC LETTER NGOEH (U+06B1)	dab1
ڲ	ARABIC LETTER GAF WITH TWO DOTS BELOW (U+06B2)	dab2
ڳ	ARABIC LETTER GUEH (U+06B3)	dab3
ڴ	ARABIC LETTER GAF WITH THREE DOTS ABOVE (U+06B4)	dab4
ڵ	ARABIC LETTER LAM WITH SMALL V (U+06B5)	dab5
ڶ	ARABIC LETTER LAM WITH DOT ABOVE (U+06B6)	dab6
ڷ	ARABIC LETTER LAM WITH THREE DOTS ABOVE (U+06B7)	dab7
ڸ	ARABIC LETTER LAM WITH THREE DOTS BELOW (U+06B8)	dab8
ڹ	ARABIC LETTER NOON WITH DOT BELOW (U+06B9)	dab9
ں	ARABIC LETTER NOON GHUNNA (U+06BA)	daba
ڻ	ARABIC LETTER RNOON (U+06BB)	dabb
ڼ	ARABIC LETTER NOON WITH RING (U+06BC)	dabc
ڽ	ARABIC LETTER NOON WITH THREE DOTS ABOVE (U+06BD)	dabd
ھ	ARABIC LETTER HEH DOACHASHMEE (U+06BE)	dabe
ڿ	ARABIC LETTER TCHEH WITH DOT ABOVE (U+06BF)	dabf
ۀ	ARABIC LETTER HEH WITH YEH ABOVE (U+06C0)	db80
ہ	ARABIC LETTER HEH GOAL (U+06C1)	db81
ۂ	ARABIC LETTER HEH GOAL WITH HAMZA ABOVE (U+06C2)	db82
ۃ	ARABIC LETTER TEH MARBUTA GOAL (U+06C3)	db83
ۄ	ARABIC LETTER WAW WITH RING (U+06C4)	db84
ۅ	ARABIC LETTER KIRGHIZ OE (U+06C5)	db85
ۆ	ARABIC LETTER OE (U+06C6)	db86
ۇ	ARABIC LETTER U (U+06C7)	db87
ۈ	ARABIC LETTER YU (U+06C8)	db88
ۉ	ARABIC LETTER KIRGHIZ YU (U+06C9)	db89
ۊ	ARABIC LETTER WAW WITH TWO DOTS ABOVE (U+06CA)	db8a
ۋ	ARABIC LETTER VE (U+06CB)	db8b
ی	ARABIC LETTER FARSI YEH (U+06CC)	db8c
ۍ	ARABIC LETTER YEH WITH TAIL (U+06CD)	db8d
ێ	ARABIC LETTER YEH WITH SMALL V (U+06CE)	db8e
ۏ	ARABIC LETTER WAW WITH DOT ABOVE (U+06CF)	db8f
ې	ARABIC LETTER E (U+06D0)	db90
ۑ	ARABIC LETTER YEH WITH THREE DOTS BELOW (U+06D1)	db91
ے	ARABIC LETTER YEH BARREE (U+06D2)	db92
ۓ	ARABIC LETTER YEH BARREE WITH HAMZA ABOVE (U+06D3)	db93
۔	ARABIC FULL STOP (U+06D4)	db94
ە	ARABIC LETTER AE (U+06D5)	db95
ۖ	ARABIC SMALL HIGH LIGATURE SAD WITH LAM WITH ALEF MAKSURA (U+06D6)	db96
ۗ	ARABIC SMALL HIGH LIGATURE QAF WITH LAM WITH ALEF MAKSURA (U+06D7)	db97
ۘ	ARABIC SMALL HIGH MEEM INITIAL FORM (U+06D8)	db98
ۙ	ARABIC SMALL HIGH LAM ALEF (U+06D9)	db99
ۚ	ARABIC SMALL HIGH JEEM (U+06DA)	db9a
ۛ	ARABIC SMALL HIGH THREE DOTS (U+06DB)	db9b
ۜ	ARABIC SMALL HIGH SEEN (U+06DC)	db9c
۝	ARABIC END OF AYAH (U+06DD)	db9d
۞	ARABIC START OF RUB EL HIZB (U+06DE)	db9e
۟	ARABIC SMALL HIGH ROUNDED ZERO (U+06DF)	db9f
۠	ARABIC SMALL HIGH UPRIGHT RECTANGULAR ZERO (U+06E0)	dba0
ۡ	ARABIC SMALL HIGH DOTLESS HEAD OF KHAH (U+06E1)	dba1
ۢ	ARABIC SMALL HIGH MEEM ISOLATED FORM (U+06E2)	dba2
ۣ	ARABIC SMALL LOW SEEN (U+06E3)	dba3
ۤ	ARABIC SMALL HIGH MADDA (U+06E4)	dba4
ۥ	ARABIC SMALL WAW (U+06E5)	dba5
ۦ	ARABIC SMALL YEH (U+06E6)	dba6
ۧ	ARABIC SMALL HIGH YEH (U+06E7)	dba7
ۨ	ARABIC SMALL HIGH NOON (U+06E8)	dba8
۩	ARABIC PLACE OF SAJDAH (U+06E9)	dba9
۪	ARABIC EMPTY CENTRE LOW STOP (U+06EA)	dbaa
۫	ARABIC EMPTY CENTRE HIGH STOP (U+06EB)	dbab
۬	ARABIC ROUNDED HIGH STOP WITH FILLED CENTRE (U+06EC)	dbac
ۭ	ARABIC SMALL LOW MEEM (U+06ED)	dbad
ۮ	ARABIC LETTER DAL WITH INVERTED V (U+06EE)	dbae
ۯ	ARABIC LETTER REH WITH INVERTED V (U+06EF)	dbaf
۰	EXTENDED ARABIC-INDIC DIGIT ZERO (U+06F0)	dbb0
۱	EXTENDED ARABIC-INDIC DIGIT ONE (U+06F1)	dbb1
۲	EXTENDED ARABIC-INDIC DIGIT TWO (U+06F2)	dbb2
۳	EXTENDED ARABIC-INDIC DIGIT THREE (U+06F3)	dbb3
۴	EXTENDED ARABIC-INDIC DIGIT FOUR (U+06F4)	dbb4
۵	EXTENDED ARABIC-INDIC DIGIT FIVE (U+06F5)	dbb5
۶	EXTENDED ARABIC-INDIC DIGIT SIX (U+06F6)	dbb6
۷	EXTENDED ARABIC-INDIC DIGIT SEVEN (U+06F7)	dbb7
۸	EXTENDED ARABIC-INDIC DIGIT EIGHT (U+06F8)	dbb8
۹	EXTENDED ARABIC-INDIC DIGIT NINE (U+06F9)	dbb9
ۺ	ARABIC LETTER SHEEN WITH DOT BELOW (U+06FA)	dbba
ۻ	ARABIC LETTER DAD WITH DOT BELOW (U+06FB)	dbbb
ۼ	ARABIC LETTER GHAIN WITH DOT BELOW (U+06FC)	dbbc
۽	ARABIC SIGN SINDHI AMPERSAND (U+06FD)	dbbd
۾	ARABIC SIGN SINDHI POSTPOSITION MEN (U+06FE)	dbbe
ۿ	ARABIC LETTER HEH WITH INVERTED V (U+06FF)	dbbf
܀	SYRIAC END OF PARAGRAPH (U+0700)	dc80
܁	SYRIAC SUPRALINEAR FULL STOP (U+0701)	dc81
܂	SYRIAC SUBLINEAR FULL STOP (U+0702)	dc82
܃	SYRIAC SUPRALINEAR COLON (U+0703)	dc83
܄	SYRIAC SUBLINEAR COLON (U+0704)	dc84
܅	SYRIAC HORIZONTAL COLON (U+0705)	dc85
܆	SYRIAC COLON SKEWED LEFT (U+0706)	dc86
܇	SYRIAC COLON SKEWED RIGHT (U+0707)	dc87
܈	SYRIAC SUPRALINEAR COLON SKEWED LEFT (U+0708)	dc88
܉	SYRIAC SUBLINEAR COLON SKEWED RIGHT (U+0709)	dc89
܊	SYRIAC CONTRACTION (U+070A)	dc8a
܋	SYRIAC HARKLEAN OBELUS (U+070B)	dc8b
܌	SYRIAC HARKLEAN METOBELUS (U+070C)	dc8c
܍	SYRIAC HARKLEAN ASTERISCUS (U+070D)	dc8d
܏	SYRIAC ABBREVIATION MARK (U+070F)	dc8f
ܐ	SYRIAC LETTER ALAPH (U+0710)	dc90
ܑ	SYRIAC LETTER SUPERSCRIPT ALAPH (U+0711)	dc91
ܒ	SYRIAC LETTER BETH (U+0712)	dc92
ܓ	SYRIAC LETTER GAMAL (U+0713)	dc93
ܔ	SYRIAC LETTER GAMAL GARSHUNI (U+0714)	dc94
ܕ	SYRIAC LETTER DALATH (U+0715)	dc95
ܖ	SYRIAC LETTER DOTLESS DALATH RISH (U+0716)	dc96
ܗ	SYRIAC LETTER HE (U+0717)	dc97
ܘ	SYRIAC LETTER WAW (U+0718)	dc98
ܙ	SYRIAC LETTER ZAIN (U+0719)	dc99
ܚ	SYRIAC LETTER HETH (U+071A)	dc9a
ܛ	SYRIAC LETTER TETH (U+071B)	dc9b
ܜ	SYRIAC LETTER TETH GARSHUNI (U+071C)	dc9c
ܝ	SYRIAC LETTER YUDH (U+071D)	dc9d
ܞ	SYRIAC LETTER YUDH HE (U+071E)	dc9e
